16 77.01  buy  2023.07.23 22:00:00 1690149600094
1 77.0  sell  2023.07.23 22:00:00 1690149600182
1 77.0  sell  2023.07.23 22:00:00 1690149600182
1 76.98  buy  2023.07.23 22:00:00 1690149600182
1 77.0  buy  2023.07.23 22:00:00 1690149600225
1 77.01  sell  2023.07.23 22:00:00 1690149600225
1 77.01  sell  2023.07.23 22:00:00 1690149600225
1 77.01  sell  2023.07.23 22:00:00 1690149600225
1 77.01  sell  2023.07.23 22:00:00 1690149600244
1 77.0  buy  2023.07.23 22:00:00 1690149600244
1 76.96  sell  2023.07.23 22:00:00 1690149600425
1 77.0  buy  2023.07.23 22:00:00 1690149600572
1 76.95  sell  2023.07.23 22:00:00 1690149600621
1 76.95  sell  2023.07.23 22:00:00 1690149600674
1 76.94  sell  2023.07.23 22:00:00 1690149600674
1 76.94  sell  2023.07.23 22:00:00 1690149600802
1 76.92  sell  2023.07.23 22:00:00 1690149600803
1 76.92  sell  2023.07.23 22:00:00 1690149600807
1 76.87  sell  2023.07.23 22:00:00 1690149600807
1 76.86  sell  2023.07.23 22:00:00 1690149600807
1 76.89  sell  2023.07.23 22:00:00 1690149600861
1 76.89  sell  2023.07.23 22:00:00 1690149600861
1 76.9  sell  2023.07.23 22:00:00 1690149600868
1 76.93  buy  2023.07.23 22:00:01 1690149601040
1 76.92  sell  2023.07.23 22:00:01 1690149601165
1 76.92  sell  2023.07.23 22:00:01 1690149601349
4 76.92  sell  2023.07.23 22:00:01 1690149601349
1 76.9  sell  2023.07.23 22:00:01 1690149601349
1 76.9  sell  2023.07.23 22:00:01 1690149601349
2 76.9  sell  2023.07.23 22:00:01 1690149601349
1 76.85  sell  2023.07.23 22:00:01 1690149601349
1 76.98  sell  2023.07.23 22:00:01 1690149601349
1 76.97  buy  2023.07.23 22:00:01 1690149601394
1 76.97  buy  2023.07.23 22:00:01 1690149601394
1 76.96  buy  2023.07.23 22:00:01 1690149601578
1 76.96  buy  2023.07.23 22:00:01 1690149601641
1 76.91  sell  2023.07.23 22:00:01 1690149601662
1 76.95  buy  2023.07.23 22:00:01 1690149601662
2 77.02  buy  2023.07.23 22:00:02 1690149602008
7 76.98  sell  2023.07.23 22:00:03 1690149603788
1 76.93  sell  2023.07.23 22:00:04 1690149604101
1 76.93  sell  2023.07.23 22:00:05 1690149605265
1 76.94  sell  2023.07.23 22:00:05 1690149605810
2 76.92  sell  2023.07.23 22:00:07 1690149607097
1 76.92  sell  2023.07.23 22:00:07 1690149607097
1 76.9  sell  2023.07.23 22:00:07 1690149607097
1 76.88  sell  2023.07.23 22:00:07 1690149607097
1 76.91  buy  2023.07.23 22:00:07 1690149607473
1 76.91  buy  2023.07.23 22:00:07 1690149607473
1 76.92  buy  2023.07.23 22:00:07 1690149607473
1 76.92  buy  2023.07.23 22:00:09 1690149609440
1 76.94  buy  2023.07.23 22:00:09 1690149609440
2 76.9  buy  2023.07.23 22:00:10 1690149610140
1 76.9  buy  2023.07.23 22:00:11 1690149611673
1 76.9  buy  2023.07.23 22:00:12 1690149612285
1 76.88  sell  2023.07.23 22:00:13 1690149613258
1 76.88  sell  2023.07.23 22:00:13 1690149613258
2 76.88  sell  2023.07.23 22:00:13 1690149613258
1 76.9  sell  2023.07.23 22:00:15 1690149615780
1 76.92  buy  2023.07.23 22:00:18 1690149618258
1 76.91  sell  2023.07.23 22:00:19 1690149619323
1 76.9  sell  2023.07.23 22:00:21 1690149621310
1 76.92  buy  2023.07.23 22:00:23 1690149623024
2 76.92  sell  2023.07.23 22:00:25 1690149625386
1 76.9  sell  2023.07.23 22:00:28 1690149628897
1 76.92  buy  2023.07.23 22:00:29 1690149629751
1 76.91  sell  2023.07.23 22:00:32 1690149632691
1 76.93  buy  2023.07.23 22:00:33 1690149633145
3 76.91  buy  2023.07.23 22:00:33 1690149633145
1 76.93  buy  2023.07.23 22:00:34 1690149634557
1 76.93  buy  2023.07.23 22:00:35 1690149635024
1 76.93  buy  2023.07.23 22:00:35 1690149635024
1 76.94  buy  2023.07.23 22:00:35 1690149635024
1 76.94  buy  2023.07.23 22:00:35 1690149635024
1 76.91  sell  2023.07.23 22:00:35 1690149635239
2 76.91  sell  2023.07.23 22:00:35 1690149635239
1 76.9  sell  2023.07.23 22:00:35 1690149635239
1 76.9  sell  2023.07.23 22:00:35 1690149635239
1 76.9  sell  2023.07.23 22:00:39 1690149639474
1 76.9  sell  2023.07.23 22:00:39 1690149639755
1 76.93  buy  2023.07.23 22:00:42 1690149642020
1 76.93  buy  2023.07.23 22:00:42 1690149642020
3 76.93  buy  2023.07.23 22:00:42 1690149642020
1 76.94  buy  2023.07.23 22:00:42 1690149642020
1 76.92  buy  2023.07.23 22:00:42 1690149642689
1 76.94  buy  2023.07.23 22:00:46 1690149646005
1 76.94  sell  2023.07.23 22:00:46 1690149646005
1 76.94  sell  2023.07.23 22:00:46 1690149646057
1 76.93  sell  2023.07.23 22:00:48 1690149648093
1 76.91  sell  2023.07.23 22:00:59 1690149659178
1 76.9  sell  2023.07.23 22:00:59 1690149659178
1 76.9  sell  2023.07.23 22:00:59 1690149659178
1 76.9  sell  2023.07.23 22:00:59 1690149659178
1 76.9  sell  2023.07.23 22:00:59 1690149659178
1 76.89  sell  2023.07.23 22:00:59 1690149659178
1 76.89  sell  2023.07.23 22:01:00 1690149660380
1 76.89  sell  2023.07.23 22:01:00 1690149660380
3 76.89  sell  2023.07.23 22:01:00 1690149660434
1 76.92  buy  2023.07.23 22:01:01 1690149661393
1 76.89  sell  2023.07.23 22:01:03 1690149663797
1 76.89  sell  2023.07.23 22:01:08 1690149668154
1 76.89  sell  2023.07.23 22:01:08 1690149668154
1 76.89  sell  2023.07.23 22:01:08 1690149668154
1 76.89  sell  2023.07.23 22:01:08 1690149668154
1 76.88  sell  2023.07.23 22:01:12 1690149672112
